eval,fitness,prey_base_cost,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,prey_repro_thresh,pred_repro_thresh,prey_cooldown,pred_cooldown,max_prey,max_pred,pot_scale,pot_octaves,pot_lacunarity,pot_gain,pot_contrast,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,part_flow_strength,part_flow_scale,part_flow_octaves,part_flow_evolution
189,57.152384,0.005000,0.233667,0.100000,0.020000,0.014035,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,346.835172,200.000000,8.000000,2.000000,2.067622,0.900000,6.000000,1.000000,300.000000,0.002000,3.428618,2.000000,1.599407,100.000000,3.676412,1.000000,0.100000
190,58.431962,0.020326,0.235429,0.080505,0.020000,0.010000,0.200000,0.820224,0.700000,0.950000,9.698521,19.061501,600.000000,200.000000,2.000000,6.239690,1.500000,0.300000,6.000000,1.000000,300.000000,0.002000,0.500000,2.000000,1.962691,41.122571,0.500000,1.000000,0.089097
191,60.647056,0.005000,0.050000,0.020000,0.020000,0.010000,0.200000,1.000000,0.942844,0.731270,15.000000,17.986285,600.000000,200.000000,4.833730,5.171547,1.865328,0.772634,6.000000,0.000000,300.000000,0.050000,5.000000,0.100000,2.000000,100.000000,0.500000,4.000000,0.100000
192,57.152384,0.005000,0.250000,0.100000,0.002946,0.080000,0.800000,0.600000,0.700000,0.700000,7.654743,20.000000,600.000000,165.227432,8.000000,2.000000,4.000000,0.741891,6.000000,1.000000,300.000000,0.050000,0.500000,2.000000,0.921764,59.546990,0.500000,1.000000,0.100000
193,57.152384,0.050000,0.050000,0.100000,0.006634,0.022993,0.800000,0.761884,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,7.097246,7.000000,2.874312,0.300000,1.500000,1.000000,20.000000,0.002000,5.000000,2.000000,1.387624,10.000000,0.500000,4.000000,0.100000
194,57.152384,0.050000,0.250000,0.050856,0.003652,0.010000,0.800000,0.600000,0.700000,0.700000,4.000000,19.162754,600.000000,200.000000,8.000000,6.217455,1.500000,0.300000,6.000000,1.000000,246.787634,0.002000,3.971525,1.645850,1.295825,100.000000,0.500000,1.000000,0.100000
195,57.945500,0.050000,0.250000,0.100000,0.019131,0.010000,0.269688,1.000000,0.700000,0.700000,9.382473,6.000000,200.000000,129.509958,4.361291,4.945169,1.533190,0.877194,6.000000,1.000000,20.000000,0.050000,0.500000,1.339169,0.620917,51.217367,0.500000,3.952047,0.100000
196,57.152384,0.005000,0.250000,0.029492,0.008627,0.010000,0.800000,1.000000,0.700000,0.700000,4.000000,14.829549,600.000000,151.672407,5.438230,5.916503,1.500000,0.900000,5.742654,1.000000,300.000000,0.002000,5.000000,2.000000,1.604510,45.056807,0.500000,1.000000,0.005000
197,57.152384,0.012826,0.174969,0.100000,0.020000,0.040150,0.800000,1.000000,0.700000,0.700000,4.000000,20.000000,535.701874,154.319206,2.000000,3.798495,4.000000,0.300000,6.000000,1.000000,211.256077,0.002000,5.000000,0.415506,1.436195,100.000000,0.500000,4.000000,0.100000
198,58.073904,0.050000,0.250000,0.047296,0.020000,0.041979,0.200000,1.000000,0.700000,0.707923,4.000000,6.000000,600.000000,200.000000,2.592021,5.830602,1.500000,0.418952,5.488089,0.663003,20.278836,0.002000,0.500000,0.100000,1.315667,90.844362,3.642477,2.442245,0.100000
199,57.154543,0.050000,0.115514,0.100000,0.013508,0.010000,0.800000,0.721365,0.700000,0.700000,4.041971,20.000000,600.000000,200.000000,8.000000,7.000000,4.000000,0.900000,6.000000,0.131072,51.834291,0.032299,0.500000,0.100000,0.300000,62.134372,3.037321,2.162808,0.100000
200,57.970135,0.033211,0.050000,0.020000,0.011196,0.080000,0.200000,0.600000,0.700000,0.700000,15.000000,15.119419,560.974884,40.000000,8.000000,2.000000,1.500000,0.300000,5.550226,1.000000,227.713905,0.028714,4.824306,0.599031,0.300000,62.755116,0.500000,1.000000,0.005000
201,57.154543,0.022712,0.176992,0.020000,0.014555,0.061510,0.800000,0.658714,0.700000,0.700000,4.000000,15.026871,467.552804,200.000000,7.650820,3.907364,1.500000,0.880145,5.940898,0.429532,300.000000,0.002000,5.000000,2.000000,2.000000,10.000000,1.261430,1.000000,0.052709
202,60.297645,0.050000,0.147304,0.030998,0.020000,0.010000,0.800000,0.600000,0.935504,0.700000,5.437973,20.000000,600.000000,108.334566,8.000000,4.919261,3.201192,0.300000,6.000000,1.000000,20.000000,0.002000,3.755861,0.100000,1.046904,100.000000,0.500000,1.000000,0.100000
203,57.152384,0.005000,0.250000,0.024118,0.002000,0.080000,0.800000,0.721348,0.700000,0.700000,8.187409,20.000000,490.621169,40.702700,2.000000,7.000000,4.000000,0.587255,6.000000,1.000000,266.489268,0.050000,0.500000,1.657898,2.000000,100.000000,2.851133,1.000000,0.006572
204,57.152384,0.005000,0.250000,0.100000,0.013694,0.034967,0.800000,1.000000,0.700000,0.700000,10.550088,20.000000,498.577421,200.000000,8.000000,5.767823,2.597387,0.900000,6.000000,1.000000,300.000000,0.002000,0.920964,1.785107,2.000000,100.000000,0.500000,4.000000,0.100000
205,58.345157,0.050000,0.087443,0.100000,0.010905,0.080000,0.243606,1.000000,0.700000,0.950000,4.000000,11.994678,385.048755,200.000000,2.000000,2.000000,1.500000,0.300000,6.000000,0.551206,300.000000,0.002000,5.000000,0.667290,0.300000,25.425425,0.500000,1.377749,0.005366
206,57.145362,0.047984,0.250000,0.064443,0.006478,0.080000,0.606789,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,8.000000,4.031017,4.000000,0.739370,6.000000,1.000000,299.843535,0.050000,5.000000,0.724433,1.796607,53.362988,0.500000,2.738137,0.083709
207,57.978175,0.005514,0.165673,0.088916,0.020000,0.010000,0.200000,0.600000,0.700000,0.700000,4.000000,10.798922,472.920090,108.925178,5.647944,2.473008,1.500000,0.300000,5.692744,0.788439,167.125321,0.021241,4.821299,0.100000,2.000000,40.534441,1.336956,1.316274,0.053428
208,60.296055,0.028800,0.054309,0.020567,0.018474,0.010000,0.800000,1.000000,0.818014,0.700000,8.240159,20.000000,379.413603,137.041492,8.000000,3.310779,1.500000,0.900000,5.507992,0.147290,300.000000,0.050000,0.500000,2.000000,2.000000,10.000000,5.000000,4.000000,0.100000
209,57.624468,0.050000,0.050000,0.020000,0.009147,0.059453,0.396216,1.000000,0.700000,0.700000,11.638401,6.000000,600.000000,200.000000,8.000000,7.000000,4.000000,0.653037,3.595091,1.000000,300.000000,0.002000,5.000000,0.100000,2.000000,100.000000,0.500000,1.000000,0.100000
210,58.072185,0.050000,0.214839,0.020000,0.020000,0.010000,0.208404,0.829436,0.700000,0.700000,11.990129,20.000000,250.451039,66.818170,6.353259,2.000000,2.098999,0.300000,2.475828,0.514447,300.000000,0.029474,0.500000,1.034005,0.300000,51.618395,5.000000,1.753282,0.005000
211,57.970135,0.005000,0.052702,0.074428,0.008414,0.044473,0.200000,0.776864,0.700000,0.700000,4.000000,20.000000,317.923234,86.094032,2.000000,2.000000,3.975890,0.300000,5.896363,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,4.000000,0.100000
212,57.154543,0.050000,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,14.331059,18.922444,600.000000,200.000000,8.000000,4.539781,1.507157,0.900000,1.500000,0.000000,165.664012,0.050000,5.000000,0.100000,0.300000,33.039814,0.500000,4.000000,0.100000
213,60.782360,0.050000,0.050000,0.026558,0.020000,0.080000,0.200000,0.600000,0.842425,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,2.000000,1.500000,0.300000,2.384287,1.000000,300.000000,0.002000,0.500000,2.000000,1.921506,100.000000,0.500000,4.000000,0.005000
214,57.673523,0.025816,0.250000,0.020000,0.002000,0.080000,0.800000,0.876053,0.700000,0.916812,13.255108,8.030146,342.224524,200.000000,2.000000,2.000000,1.926197,0.900000,1.500000,0.088181,20.000000,0.018985,1.668455,0.147190,0.300000,99.155558,0.500000,1.000000,0.075856
215,57.970135,0.005000,0.050000,0.020000,0.020000,0.080000,0.200000,1.000000,0.700000,0.753659,4.000000,11.000961,200.000000,200.000000,2.000000,2.158933,1.612870,0.300000,6.000000,1.000000,286.626039,0.002000,5.000000,0.632809,0.673025,78.332927,0.500000,1.000000,0.005000
216,57.152384,0.044133,0.250000,0.065635,0.002000,0.048006,0.800000,1.000000,0.700000,0.700000,14.118054,20.000000,600.000000,124.476664,8.000000,5.035336,4.000000,0.900000,6.000000,1.000000,300.000000,0.002000,4.759111,0.831294,0.300000,45.009651,5.000000,3.861088,0.005000
217,57.145362,0.050000,0.050000,0.090737,0.002000,0.010000,0.496287,0.624010,0.700000,0.700000,15.000000,6.000000,600.000000,176.849294,8.000000,5.445631,2.773921,0.300000,6.000000,1.000000,177.391608,0.002000,3.223479,0.100000,0.300000,54.109519,0.500000,1.000000,0.100000
218,57.152384,0.045580,0.250000,0.020000,0.019965,0.080000,0.800000,0.846837,0.700000,0.700000,4.000000,20.000000,600.000000,51.670062,8.000000,2.000000,4.000000,0.670497,6.000000,1.000000,20.000000,0.036751,4.768590,2.000000,2.000000,45.973469,1.892183,1.000000,0.100000
219,57.152384,0.041109,0.250000,0.065628,0.017377,0.061953,0.800000,0.834583,0.700000,0.719743,13.293681,6.000000,200.000000,200.000000,5.675211,2.000000,1.901556,0.300000,6.000000,1.000000,20.000000,0.014574,5.000000,2.000000,2.000000,10.000000,0.500000,1.000000,0.100000
220,57.154543,0.015765,0.094095,0.082507,0.002000,0.080000,0.800000,0.967767,0.700000,0.700000,4.000000,20.000000,200.000000,95.726943,8.000000,6.564473,4.000000,0.900000,3.232157,0.000000,113.051595,0.002000,2.365792,0.100000,1.204397,30.934495,0.720805,1.355557,0.005000
221,57.970135,0.050000,0.232737,0.100000,0.020000,0.010000,0.200000,0.600000,0.700000,0.776864,5.299768,8.935895,200.000000,200.000000,2.703958,2.000000,1.500000,0.496057,6.000000,1.000000,20.000000,0.002000,5.000000,2.000000,0.876288,100.000000,0.500000,2.740963,0.100000
222,57.970135,0.005000,0.250000,0.020000,0.015153,0.022765,0.200000,1.000000,0.700000,0.700000,13.795412,20.000000,238.946722,200.000000,8.000000,2.000000,4.000000,0.300000,6.000000,1.000000,300.000000,0.002000,5.000000,2.000000,2.000000,10.000000,0.500000,1.000000,0.005000
223,57.146801,0.050000,0.250000,0.020000,0.014931,0.010000,0.769023,1.000000,0.700000,0.759414,15.000000,20.000000,200.000000,200.000000,2.000000,7.000000,1.500000,0.300000,6.000000,0.000000,300.000000,0.002000,0.500000,0.100000,2.000000,100.000000,3.583720,1.000000,0.005000
224,60.297645,0.035755,0.250000,0.031345,0.020000,0.080000,0.800000,0.859525,0.950000,0.700000,15.000000,20.000000,352.200870,40.000000,6.028448,2.192974,1.500000,0.900000,6.000000,1.000000,300.000000,0.002000,0.500000,2.000000,0.832291,10.000000,0.500000,3.080016,0.005000
225,57.154543,0.005000,0.250000,0.062956,0.020000,0.080000,0.800000,0.910269,0.700000,0.700000,4.438015,10.789078,256.324681,200.000000,8.000000,2.198693,3.772304,0.300000,2.464590,0.721138,20.000000,0.029086,4.748872,1.872067,2.000000,100.000000,0.500000,1.000000,0.040536
226,57.152384,0.005000,0.250000,0.100000,0.020000,0.059454,0.800000,0.803088,0.700000,0.700000,15.000000,20.000000,362.365626,40.000000,2.000000,4.543728,4.000000,0.564147,1.500000,1.000000,300.000000,0.002000,0.500000,0.709845,1.492899,56.177290,0.500000,1.000000,0.100000
227,57.146801,0.005000,0.164685,0.039284,0.018349,0.010000,0.768426,0.600000,0.700000,0.729234,4.000000,6.000000,600.000000,169.507552,3.472591,2.000000,1.500000,0.418452,1.500000,0.237833,229.015747,0.002000,0.500000,0.100000,2.000000,88.115483,0.500000,1.049501,0.100000
228,60.297645,0.005000,0.250000,0.095704,0.020000,0.010000,0.800000,1.000000,0.895429,0.700000,15.000000,20.000000,200.000000,106.825665,8.000000,2.000000,3.235785,0.578996,5.600200,1.000000,20.000000,0.002000,0.500000,1.298645,2.000000,10.000000,0.500000,1.000000,0.100000
229,57.152384,0.050000,0.126018,0.100000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,206.271577,98.624274,2.000000,7.000000,4.000000,0.506549,6.000000,1.000000,227.704244,0.002000,3.167086,0.474749,2.000000,10.000000,0.500000,1.000000,0.005000
230,57.938094,0.005000,0.222196,0.020000,0.019093,0.010000,0.315100,0.600000,0.700000,0.700000,4.000000,20.000000,600.000000,40.000000,2.000000,4.459221,1.500000,0.900000,6.000000,1.000000,265.164938,0.002000,0.500000,0.100000,1.324147,100.000000,5.000000,1.000000,0.008668
231,57.152384,0.005000,0.250000,0.100000,0.005361,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,564.482843,40.000000,3.173988,2.000000,3.635329,0.355471,4.989655,1.000000,20.000000,0.012057,0.500000,2.000000,1.757958,10.000000,0.740118,1.436354,0.100000
232,60.296055,0.026164,0.066549,0.100000,0.020000,0.080000,0.800000,1.000000,0.950000,0.700000,15.000000,20.000000,367.647565,40.000000,2.000000,7.000000,2.333961,0.300000,1.500000,0.000000,279.372358,0.002000,5.000000,0.100000,1.036511,10.000000,0.500000,1.000000,0.005000
233,57.152384,0.050000,0.137788,0.020000,0.012334,0.064518,0.800000,1.000000,0.700000,0.700000,4.000000,20.000000,600.000000,200.000000,2.000000,2.000000,1.500000,0.869792,6.000000,1.000000,251.552233,0.041508,3.561792,2.000000,1.419354,38.121140,5.000000,1.000000,0.100000
234,57.970135,0.036758,0.250000,0.100000,0.003103,0.010000,0.200000,0.684739,0.700000,0.700000,11.771525,6.000000,200.000000,113.029767,8.000000,7.000000,4.000000,0.300000,6.000000,1.000000,20.000000,0.002000,0.500000,0.206816,0.300000,10.000000,0.500000,1.000000,0.088350
235,57.152384,0.005000,0.250000,0.100000,0.017565,0.010000,0.800000,0.820906,0.700000,0.700000,4.000000,15.249560,600.000000,200.000000,5.316147,2.000000,4.000000,0.300000,4.742325,1.000000,300.000000,0.016971,0.500000,0.814150,2.000000,72.047838,0.500000,4.000000,0.043247
236,57.971309,0.005000,0.050000,0.063832,0.018074,0.010000,0.200000,0.600000,0.700000,0.700000,10.853725,17.625877,200.000000,131.654980,8.000000,2.000000,3.858349,0.900000,6.000000,0.759724,300.000000,0.002000,0.500000,1.585519,1.927695,100.000000,0.500000,1.000000,0.100000
237,57.152384,0.041211,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.701417,0.700000,13.592285,11.554572,200.000000,200.000000,8.000000,7.000000,4.000000,0.596875,1.500000,1.000000,300.000000,0.002000,5.000000,0.716585,0.300000,100.000000,2.047383,1.000000,0.042895
238,57.145362,0.041820,0.250000,0.081160,0.007752,0.010000,0.628126,1.000000,0.711008,0.700000,10.950467,6.469885,600.000000,170.085753,6.102917,2.000000,1.500000,0.725090,6.000000,1.000000,300.000000,0.002000,0.500000,0.100000,0.994512,68.399271,5.000000,1.000000,0.007670
239,57.970135,0.005000,0.250000,0.020000,0.012208,0.078738,0.200000,1.000000,0.700000,0.700000,9.096945,20.000000,495.421467,40.000000,8.000000,7.000000,3.900846,0.822397,6.000000,1.000000,300.000000,0.048591,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
240,57.653463,0.005000,0.050000,0.100000,0.020000,0.065482,0.526143,0.600000,0.700000,0.858162,7.453836,20.000000,600.000000,40.000000,8.000000,2.000000,3.770474,0.900000,4.728611,1.000000,20.000000,0.002000,0.500000,2.000000,1.139971,100.000000,0.500000,3.241290,0.005000
241,57.152384,0.050000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,4.000000,20.000000,600.000000,200.000000,6.963141,3.786952,2.122123,0.356286,5.456007,1.000000,300.000000,0.043649,3.430794,1.624738,1.544393,100.000000,0.500000,3.692088,0.100000
242,57.145362,0.023522,0.250000,0.100000,0.003741,0.061537,0.532898,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,2.000000,4.000000,0.359098,6.000000,1.000000,300.000000,0.002000,5.000000,0.100000,0.300000,57.448527,0.500000,1.025628,0.100000
243,57.146801,0.018398,0.050000,0.020000,0.004985,0.051214,0.787372,1.000000,0.700000,0.700000,4.000000,20.000000,585.670282,200.000000,2.000000,3.053512,1.879675,0.881125,5.278107,0.553371,171.456256,0.002000,5.000000,1.251859,2.000000,75.406469,0.500000,2.652394,0.100000
244,57.152384,0.005000,0.250000,0.085142,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,14.884586,6.000000,600.000000,200.000000,8.000000,6.572433,2.658909,0.300000,6.000000,1.000000,249.381672,0.002000,5.000000,1.067951,1.414677,91.891810,0.500000,1.000000,0.100000
245,57.152384,0.050000,0.250000,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,4.000000,6.000000,513.489804,191.769077,5.935554,2.000000,3.141241,0.900000,6.000000,1.000000,300.000000,0.025321,1.008376,0.100000,2.000000,10.000000,0.500000,1.000000,0.087563
246,57.152384,0.050000,0.250000,0.036853,0.018806,0.022540,0.800000,1.000000,0.700000,0.700000,14.416469,20.000000,426.515601,78.682399,5.415358,4.121287,4.000000,0.464579,3.802289,1.000000,180.126455,0.023000,0.500000,1.774005,1.461116,10.000000,0.500000,4.000000,0.100000
247,57.154543,0.016757,0.151637,0.100000,0.016630,0.073848,0.800000,0.600000,0.700000,0.700000,4.000000,20.000000,245.252026,187.394686,8.000000,7.000000,2.340842,0.300000,6.000000,0.959058,300.000000,0.002000,4.478844,2.000000,0.300000,100.000000,0.500000,1.000000,0.005000
248,57.154543,0.011247,0.050000,0.088037,0.002000,0.010000,0.800000,0.983482,0.757210,0.700000,4.000000,20.000000,600.000000,47.621391,8.000000,2.000000,1.500000,0.300000,2.302931,0.104763,28.443352,0.002000,5.000000,0.165159,1.421381,58.301562,0.818479,1.000000,0.029716
249,58.431962,0.005000,0.250000,0.100000,0.016193,0.042204,0.200000,1.000000,0.700000,0.854608,4.000000,15.796139,600.000000,40.000000,2.558948,4.719660,1.500000,0.300000,6.000000,1.000000,300.000000,0.002000,1.720340,0.100000,0.300000,10.000000,3.607491,1.000000,0.100000
250,57.673523,0.050000,0.250000,0.020000,0.002000,0.080000,0.800000,1.000000,0.763086,0.939374,15.000000,6.000000,245.623879,200.000000,2.000000,2.000000,2.891455,0.300000,6.000000,0.097310,20.000000,0.050000,0.500000,0.992933,2.000000,60.778052,5.000000,4.000000,0.005000
251,57.154543,0.050000,0.169289,0.100000,0.002000,0.040468,0.800000,1.000000,0.700000,0.727652,13.367297,6.000000,438.278632,200.000000,8.000000,5.595225,3.536441,0.300000,6.000000,0.000000,20.000000,0.050000,0.500000,2.000000,2.000000,100.000000,0.500000,1.000000,0.056257
252,57.934046,0.048780,0.250000,0.068347,0.007381,0.080000,0.313195,1.000000,0.700000,0.771925,13.931708,6.000000,600.000000,200.000000,8.000000,2.000000,1.500000,0.457879,6.000000,1.000000,277.029763,0.002000,5.000000,1.622115,2.000000,100.000000,0.500000,3.863216,0.100000
253,57.152384,0.010697,0.250000,0.100000,0.009059,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000,8.000000,2.898210,3.222442,0.402943,3.192270,1.000000,229.254848,0.050000,0.827104,0.901974,0.889088,68.230000,0.500000,1.509734,0.005000
254,57.152384,0.050000,0.050000,0.029495,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,9.938756,6.000000,570.552679,200.000000,2.189380,7.000000,1.561735,0.300000,3.181566,1.000000,300.000000,0.002000,4.285543,0.100000,0.300000,20.774749,0.500000,3.765639,0.005000
255,57.154543,0.017681,0.094564,0.100000,0.016632,0.010000,0.800000,0.896322,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,7.000000,2.712067,0.300000,6.000000,0.738137,20.000000,0.002000,0.723521,2.000000,0.323103,100.000000,4.179661,1.128177,0.100000
256,57.673523,0.036285,0.165703,0.020000,0.009034,0.080000,0.800000,0.754748,0.700000,0.826740,7.498873,6.706113,384.334837,101.749781,8.000000,2.000000,4.000000,0.300000,6.000000,0.234877,300.000000,0.027928,3.312108,0.273888,2.000000,100.000000,0.500000,1.000000,0.058371
257,57.152384,0.050000,0.104746,0.100000,0.007834,0.059080,0.800000,0.981069,0.700000,0.700000,15.000000,15.641949,600.000000,200.000000,8.000000,5.752502,1.500000,0.552784,6.000000,1.000000,300.000000,0.007852,5.000000,1.567994,2.000000,10.000000,4.755420,1.000000,0.100000
258,57.154543,0.005000,0.050000,0.100000,0.020000,0.057875,0.800000,0.600000,0.700000,0.700000,6.368927,6.000000,600.000000,200.000000,8.000000,2.000000,2.538481,0.488736,1.500000,0.587319,300.000000,0.008028,0.941157,0.100000,2.000000,10.000000,0.797815,4.000000,0.100000
259,57.152384,0.005000,0.151612,0.042420,0.007730,0.029732,0.800000,0.609506,0.700000,0.700000,4.000000,20.000000,526.649346,40.000000,8.000000,4.270094,2.453945,0.487575,5.403371,1.000000,300.000000,0.002000,5.000000,0.787573,1.515284,10.000000,3.431492,1.000000,0.025823
260,57.152384,0.049115,0.250000,0.100000,0.002599,0.010000,0.800000,1.000000,0.700000,0.700000,10.377205,20.000000,516.628939,200.000000,2.000000,2.000000,1.500000,0.300000,4.158001,1.000000,20.000000,0.050000,3.215877,2.000000,1.262512,100.000000,0.500000,1.000000,0.100000
261,57.152384,0.005000,0.050000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,7.715950,20.000000,600.000000,200.000000,4.322836,5.801494,4.000000,0.900000,1.500000,1.000000,300.000000,0.002000,5.000000,0.100000,1.090835,100.000000,2.629650,1.000000,0.064067
262,57.145362,0.005000,0.129689,0.020000,0.018191,0.065215,0.752867,0.725493,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000,8.000000,6.737864,4.000000,0.373891,6.000000,1.000000,300.000000,0.010762,3.527768,0.100000,2.000000,10.000000,5.000000,1.000000,0.058048
263,57.152384,0.050000,0.228264,0.033275,0.020000,0.058897,0.800000,0.861686,0.700000,0.782675,15.000000,15.928322,600.000000,40.000000,8.000000,2.174100,1.500000,0.300000,6.000000,1.000000,116.745081,0.002000,0.984068,0.544929,0.300000,100.000000,0.500000,1.000000,0.037036
264,57.673523,0.005000,0.250000,0.100000,0.011674,0.080000,0.800000,1.000000,0.700000,0.880205,6.473329,20.000000,600.000000,200.000000,8.000000,2.071686,3.441899,0.300000,6.000000,0.404387,300.000000,0.002000,5.000000,2.000000,0.464633,10.000000,0.500000,1.000000,0.087278
265,57.152384,0.014361,0.050000,0.020000,0.008090,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,18.579490,600.000000,126.560047,5.261978,4.465700,1.500000,0.900000,6.000000,1.000000,300.000000,0.002000,0.500000,0.100000,0.300000,100.000000,0.500000,1.000000,0.100000
266,61.318420,0.005000,0.250000,0.100000,0.009941,0.010000,0.200000,1.000000,0.807714,0.950000,5.724719,9.896159,200.000000,200.000000,2.000000,2.586305,3.325477,0.490966,6.000000,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,50.566678,1.358008,1.621108,0.100000
267,57.152384,0.048605,0.250000,0.061731,0.011111,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,16.211389,600.000000,85.526638,8.000000,7.000000,3.138540,0.519542,1.777270,1.000000,143.694144,0.038637,1.224781,1.581825,2.000000,10.000000,3.552776,2.505261,0.005000
268,57.145362,0.050000,0.139711,0.020000,0.016541,0.080000,0.790509,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000,8.000000,3.969532,4.000000,0.300000,1.500000,1.000000,276.723559,0.002000,0.500000,1.146993,2.000000,10.000000,0.500000,1.000000,0.008508
269,60.297645,0.005000,0.050000,0.098327,0.002000,0.080000,0.800000,1.000000,0.887192,0.722855,15.000000,7.487489,358.420816,200.000000,8.000000,2.000000,4.000000,0.412521,6.000000,1.000000,153.335497,0.002578,5.000000,1.681174,2.000000,10.000000,4.052409,1.000000,0.005000
270,57.152384,0.050000,0.250000,0.020000,0.002000,0.033196,0.800000,0.650403,0.700000,0.700000,5.722776,20.000000,200.000000,42.864537,5.185111,3.330629,1.597404,0.300000,6.000000,1.000000,300.000000,0.050000,5.000000,2.000000,0.300000,100.000000,2.675401,1.000000,0.094893
271,57.152384,0.050000,0.145500,0.090841,0.020000,0.060620,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,139.745059,2.056460,7.000000,1.500000,0.602436,6.000000,1.000000,106.098386,0.002000,1.859976,2.000000,1.546114,100.000000,0.500000,1.000000,0.100000
272,57.505092,0.050000,0.250000,0.100000,0.020000,0.042465,0.425097,0.600000,0.700000,0.742557,12.784461,20.000000,200.000000,200.000000,2.000000,7.000000,4.000000,0.900000,6.000000,0.873087,300.000000,0.002000,1.575269,1.088532,0.300000,70.510467,0.500000,1.000000,0.100000
273,57.154543,0.005000,0.250000,0.057337,0.020000,0.010000,0.800000,1.000000,0.700000,0.777937,10.265694,20.000000,600.000000,200.000000,8.000000,7.000000,2.661518,0.695233,3.506428,0.913826,300.000000,0.002000,0.500000,0.100000,0.365230,10.000000,2.662940,1.311013,0.100000
274,57.154543,0.007131,0.193955,0.100000,0.020000,0.010000,0.800000,1.000000,0.700000,0.798908,13.780345,20.000000,600.000000,131.206098,7.642653,7.000000,1.500000,0.300000,6.000000,0.000000,300.000000,0.009631,0.500000,1.281770,2.000000,92.420213,0.500000,1.164846,0.091962
275,57.673523,0.038878,0.136897,0.020000,0.002000,0.080000,0.800000,0.823028,0.700000,0.852001,9.708793,20.000000,381.891351,171.486356,4.422130,3.828964,1.500000,0.444968,4.965609,0.083733,20.000000,0.002000,5.000000,0.100000,1.640402,100.000000,5.000000,4.000000,0.100000
276,57.653463,0.050000,0.106845,0.100000,0.020000,0.074910,0.542763,0.853038,0.700000,0.950000,4.000000,6.000000,556.956523,200.000000,5.084244,7.000000,4.000000,0.356540,2.838169,1.000000,300.000000,0.002000,2.050226,1.072160,2.000000,33.928367,0.500000,4.000000,0.031730
277,57.154543,0.005000,0.250000,0.059291,0.015008,0.059375,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000,6.802252,2.000000,1.500000,0.729442,1.500000,0.584600,281.868300,0.002000,0.500000,1.293543,2.000000,10.000000,0.500000,1.000000,0.073773
278,60.296055,0.005000,0.250000,0.100000,0.016141,0.011156,0.800000,1.000000,0.808713,0.779982,15.000000,20.000000,420.289770,200.000000,3.243453,2.743345,1.500000,0.900000,3.061654,0.604228,23.715930,0.002000,1.418817,1.448447,2.000000,10.000000,2.710165,1.000000,0.076761
279,57.686477,0.006596,0.107352,0.089265,0.020000,0.010000,0.800000,1.000000,0.700000,0.837004,15.000000,20.000000,600.000000,200.000000,2.000000,7.000000,4.000000,0.300000,6.000000,1.000000,187.951864,0.050000,0.500000,0.100000,2.000000,10.000000,0.500000,1.000000,0.100000
280,57.152384,0.007036,0.250000,0.020000,0.020000,0.052460,0.800000,1.000000,0.700000,0.700000,15.000000,12.657982,263.118623,200.000000,8.000000,2.000000,1.500000,0.837774,4.247729,1.000000,289.420924,0.002000,5.000000,0.100000,1.322492,10.000000,0.500000,3.456545,0.100000
281,60.297645,0.050000,0.050000,0.031129,0.016138,0.080000,0.800000,1.000000,0.876219,0.700000,5.650868,20.000000,235.497801,200.000000,2.000000,2.000000,4.000000,0.300000,6.000000,1.000000,300.000000,0.002000,0.500000,0.551321,0.300000,15.735873,5.000000,1.000000,0.100000
